3899,0.000605,1.382437,0.010071,0.008717,0.082043,0.089316,268.0,4.210807,4.549926
3999,-0.01098,1.381388,-0.00150,0.008679,0.132202,0.131233,279.0,4.211825,4.622285
4099,-0.01689,1.380424,-0.00551,0.004859,0.092181,0.088241,285.0,4.209573,4.616494
4199,-0.00560,1.382582,0.004624,0.007202,0.087526,0.090883,293.0,4.206369,4.627297
4299,-0.01701,1.379679,-0.00452,0.002606,0.052730,0.049676,298.0,4.218453,4.606715
4399,-0.00961,1.381252,0.001893,0.004616,0.059411,0.060872,302.0,4.208193,4.570973
4499,-0.00203,1.370080,0.006059,0.011212,0.140159,0.145121,320.0,4.206455,4.672931
4599,-0.00914,1.347924,-0.00071,0.010089,0.134998,0.134678,333.0,4.213695,4.767247
4699,-0.00791,1.377343,9.435816,0.011535,0.174664,0.175171,349.0,4.214882,4.875583
4799,0.002798,1.378012,0.010258,0.012640,0.159054,0.166303,362.0,4.200520,4.960738
4899,-0.00344,1.338342,0.000818,0.018232,0.256450,0.258808,386.0,4.204571,5.144588
4999,-0.00085,1.343922,0.003854,0.017457,0.253805,0.255877,406.0,4.20798,5.276193
5099,-0.01740,1.379315,-0.00657,0.005929,0.098283,0.093344,412.0,4.209686,5.257078
5199,-0.01063,1.383525,0.001457,0.003482,0.045001,0.045921,416.0,4.209115,5.212001
5299,-0.01428,1.382890,-0.00162,0.002336,0.038753,0.037580,419.0,4.212047,5.158886
5399,0.007822,1.366202,0.012378,0.018213,0.234012,0.243371,436.0,4.201712,5.259009
5499,-0.00322,1.372743,0.001336,0.018339,0.276110,0.277378,467.0,4.2109,5.442986
5599,-0.00865,1.364459,-0.00046,0.010918,0.180866,0.180481,479.0,4.206991,5.480897
5699,-0.01010,1.376907,-0.00145,0.010250,0.157784,0.156752,491.0,4.204421,5.509417
5799,-0.00958,1.375929,-0.00247,0.013314,0.220324,0.218436,509.0,4.205491,5.557618
5899,-0.01660,1.377324,-0.00555,0.005433,0.098148,0.094099,517.0,4.209703,5.567759
5999,-0.00852,1.382546,0.001987,0.006617,0.092453,0.093798,523.0,4.203491,5.550539
6099,-0.00214,1.384435,0.006544,0.010315,0.143869,0.148326,539.0,4.204172,5.607610
6199,-0.01703,1.384839,-0.00559,0.004821,0.092035,0.087967,547.0,4.204177,5.604738
6299,-0.01118,1.383547,-0.00113,0.007579,0.125278,0.124658,560.0,4.209206,5.643837
6399,-0.01697,1.383185,-0.00517,0.004067,0.085492,0.081738,568.0,4.210429,5.640872
6499,-0.00492,1.382257,0.005503,0.006796,0.067659,0.071910,576.0,4.210069,5.645248
6599,-0.00314,1.374593,0.004631,0.011943,0.181649,0.185347,590.0,4.204446,5.691075
6699,-0.01101,1.379969,-0.00292,0.011421,0.183065,0.180800,606.0,4.206313,5.752309
6799,-0.01483,1.380622,-0.00448,0.006907,0.127069,0.124014,615.0,4.208345,5.760600
6899,-0.00010,1.376390,0.006744,0.013833,0.191499,0.196774,633.0,4.214855,5.843572
6999,-0.01133,1.375130,-0.00398,0.012802,0.228967,0.226006,645.0,4.206264,5.859634
7099,-0.01159,1.377316,-0.00215,0.008660,0.135583,0.134230,659.0,4.211866,5.902908
7199,-0.00093,1.370788,0.005649,0.014251,0.215168,0.219550,676.0,4.210409,5.970347
7299,-0.01110,1.371781,-0.00229,0.009809,0.170709,0.168745,689.0,4.205986,5.994442
7399,-0.00019,1.369785,0.006537,0.013920,0.211156,0.216417,705.0,4.203945,6.060734
7499,-0.01302,1.368039,-0.00533,0.011974,0.215271,0.212073,721.0,4.20576,6.127041
7599,-0.00920,1.362827,-0.00315,0.015166,0.268714,0.266367,740.0,4.209223,6.169933
7699,0.004822,1.364256,0.009010,0.018907,0.291816,0.299159,761.0,4.207655,6.243976
7799,-0.00784,1.326233,-0.00430,0.019445,0.370834,0.369491,786.0,4.204673,6.328863
7899,0.004147,1.338791,0.005612,0.023846,0.370872,0.374958,813.0,4.200405,6.426025
7999,-0.00664,1.361615,-0.00034,0.014625,0.241551,0.241382,833.0,4.2043,6.470703
8099,-0.01194,1.366306,-0.00517,0.013786,0.266141,0.262812,851.0,4.205259,6.510961
8199,-0.00235,1.352554,0.001729,0.018884,0.318941,0.320227,871.0,4.207859,6.564248
8299,-0.00529,1.361366,0.001315,0.014015,0.255981,0.257395,890.0,4.205325,6.609857
8399,-0.00677,1.361204,0.000124,0.013422,0.259251,0.259752,905.0,4.198005,6.643733
8499,-0.01014,1.349399,-0.00124,0.009172,0.194138,0.195016,920.0,4.199394,6.670358
8599,-0.00081,1.321627,0.002677,0.019441,0.412700,0.415020,953.0,4.205156,6.770919
8699,-0.00501,1.323800,-0.00014,0.016741,0.398346,0.400351,978.0,4.195275,6.829865
8799,-0.01511,1.263660,-0.01014,0.015328,0.396526,0.391194,1009.0,4.198664,6.945347
8899,0.002514,1.284695,0.005093,0.020535,0.395143,0.401577,1039.0,4.202477,7.042714
8999,-0.00965,1.236878,-0.00792,0.021273,0.535552,0.531588,1067.0,4.196583,7.120263
9099,0.013877,1.240901,0.013325,0.025921,0.548603,0.561674,1098.0,4.187208,7.205971
9199,-0.00862,1.220276,-0.01156,0.030283,0.652482,0.647391,1151.0,4.188222,7.380629
9299,-0.00012,1.207750,-0.00058,0.025076,0.519371,0.519639,1193.0,4.188118,7.481348
9399,0.004024,1.249108,0.002440,0.028149,0.643957,0.646828,1244.0,4.194627,7.644749
9499,-0.00872,1.273025,-0.00872,0.025452,0.545514,0.541168,1271.0,4.186568,7.692303
9599,-0.00356,1.315777,-0.00055,0.020304,0.498057,0.496853,1316.0,4.194,7.820322
9699,-0.00399,1.298204,-0.00155,0.021082,0.450569,0.451729,1341.0,4.193288,7.879035
9799,-0.00097,1.204876,-0.00438,0.030922,0.648705,0.645917,1368.0,4.184331,7.947242
9899,-0.00843,1.278458,-0.00599,0.020694,0.495707,0.494088,1419.0,4.191525,8.124536
9999,-0.00574,1.208902,-0.00463,0.021962,0.549246,0.550306,1454.0,4.192565,8.219233
10099,-0.00106,1.177964,-0.00187,0.025175,0.707150,0.708750,1518.0,4.188603,8.427667
10199,-0.01161,1.178281,-0.01317,0.026683,0.767594,0.759793,1581.0,4.188107,8.635953
10299,-0.01767,1.063705,-0.02270,0.031332,0.830780,0.815361,1655.0,4.188145,8.890120
10399,-0.01215,1.040631,-0.01449,0.025494,0.826591,0.819369,1730.0,4.184860,9.135537
10499,-0.00746,1.079243,-0.00714,0.020941,0.744762,0.740707,1810.0,4.187538,9.391067
10599,-0.00649,1.148526,-0.00468,0.019339,0.832721,0.830271,1891.0,4.188613,9.659512
10699,-0.01427,1.195447,-0.01137,0.018105,0.665626,0.657156,1957.0,4.191747,9.865318
10799,-0.01208,1.168672,-0.00673,0.012672,0.528190,0.526494,2001.0,4.189930,9.969347
10899,0.005854,1.164668,0.007988,0.019025,0.712667,0.719822,2052.0,4.180174,1.009939
10999,-0.00892,1.233054,-0.00523,0.017280,0.565887,0.563207,2100.0,4.184936,1.020039
11099,-0.00606,1.227142,-0.00098,0.014397,0.608977,0.608185,2150.0,4.184783,1.031557
11199,-0.01029,1.227312,-0.00520,0.014366,0.617368,0.615708,2204.0,4.183035,1.045034
11299,-0.00537,1.207229,0.000265,0.012854,0.492408,0.494803,2270.0,4.184840,1.064008
11399,-0.01245,1.198122,-0.00564,0.010340,0.511616,0.508426,2312.0,4.186127,1.072631
11499,-0.00949,1.191332,-0.00154,0.007928,0.489143,0.489726,2361.0,4.186782,1.084510
11599,-0.01318,1.176992,-0.00665,0.010463,0.526417,0.524220,2408.0,4.185306,1.094539
11699,-0.00804,1.149007,-0.00196,0.010814,0.527100,0.529476,2467.0,4.186893,1.109687
11799,-0.00912,1.147262,-0.00311,0.010923,0.569323,0.568005,2529.0,4.182427,1.125113
11899,-0.00906,1.158497,-0.00088,0.006807,0.486456,0.487234,2591.0,4.185457,1.140696
11999,-0.00898,1.169116,-0.00083,0.007095,0.501574,0.502964,2647.0,4.186225,1.154454
12099,-0.00824,1.170018,-0.00187,0.010662,0.538691,0.537819,2706.0,4.188169,1.166447
12199,-0.01459,1.158811,-0.00655,0.007106,0.470996,0.469129,2759.0,4.184053,1.178381
12299,-0.00676,1.153857,-0.00144,0.012432,0.535346,0.536283,2807.0,4.183524,1.187197
12399,-0.01007,1.115841,-0.00301,0.008196,0.582618,0.582955,2872.0,4.182733,1.202673
12499,-0.01050,1.113666,-0.00392,0.009116,0.484034,0.483685,2926.0,4.183152,1.213176
12599,-0.01001,1.119539,-0.00079,0.003953,0.572942,0.573587,2998.0,4.182111,1.230891
12699,-0.00542,1.148412,0.002748,0.006626,0.544345,0.545900,3079.0,4.186169,1.251072
12799,-0.01118,1.165873,-0.00347,0.007886,0.582627,0.581207,3139.0,4.182933,1.262885
12899,-0.00927,1.167220,-0.00084,0.006492,0.482444,0.483139,3209.0,4.182786,1.278509
12999,-0.01009,1.167523,-0.00138,0.005926,0.528417,0.528319,3275.0,4.183126,1.292569
13099,-0.01350,1.139836,-0.00376,0.003321,0.490830,0.489905,3350.0,4.185374,1.310348
13199,-0.00582,1.176935,0.001013,0.009852,0.527469,0.529831,3394.0,4.183545,1.316676
13299,-0.01411,1.172174,-0.00490,0.005032,0.510553,0.507636,3444.0,4.180481,1.323746
13399,-0.01040,1.181454,-8.72918,0.002998,0.503531,0.503971,3521.0,4.180447,1.340979
13499,-0.00829,1.183917,0.000290,0.006504,0.498613,0.501371,3570.0,4.179329,1.349644
13599,-0.00964,1.186252,-0.00267,0.009786,0.505300,0.503156,3631.0,4.180621,1.360219
13699,-0.01255,1.142712,-0.00367,0.005100,0.558177,0.559885,3689.0,4.181649,1.369434
13799,-0.00974,1.142756,-0.00167,0.006717,0.540794,0.540111,3762.0,4.181735,1.384477
13899,-0.00640,1.162228,0.002505,0.005421,0.558269,0.561412,3831.0,4.177741,1.398035
13999,-0.01038,1.146243,-0.00300,0.008171,0.601793,0.602379,3898.0,4.180553,1.408931
14099,-0.01284,1.136372,-0.00375,0.004546,0.533469,0.532814,3963.0,4.179879,1.420968
14199,-0.01252,1.124444,-0.00332,0.004094,0.505092,0.504899,4031.0,4.180876,1.432982
14299,-0.01341,1.122937,-0.00342,0.002482,0.497596,0.497170,4098.0,4.177783,1.444655
14399,-0.01160,1.141167,-0.00181,0.003256,0.514846,0.513747,4184.0,4.183569,1.463352
14499,-0.01158,1.164464,-0.00173,0.003594,0.515485,0.515292,4240.0,4.176820,1.471099
14599,-0.01293,1.165120,-0.00319,0.003815,0.517363,0.516877,4317.0,4.180051,1.485716
14699,-0.01058,1.167710,-0.00267,0.007534,0.479331,0.478687,4377.0,4.180091,1.494767
14799,-0.00800,1.159790,-0.00209,0.011377,0.544382,0.545007,4432.0,4.181381,1.501518
14899,-0.01075,1.132978,-0.00163,0.004429,0.581088,0.582199,4499.0,4.178969,1.512206
14999,-0.01082,1.163409,-0.00190,0.005434,0.556517,0.555383,4567.0,4.17686,1.522648
15099,-0.00921,1.176906,0.000578,0.003946,0.510606,0.511495,4639.0,4.176033,1.535381
15199,-0.01076,1.171790,-0.00222,0.006354,0.522881,0.523342,4709.0,4.176802,1.546901
15299,-0.01333,1.155827,-0.00346,0.003383,0.515827,0.515208,4760.0,4.175385,1.552805
15399,-0.00979,1.158581,-0.00055,0.004679,0.527971,0.529489,4827.0,4.172844,1.562967
15499,-0.01245,1.147667,-0.00218,0.002431,0.488705,0.488349,4889.0,4.172090,1.571846
15599,-0.01149,1.139702,-0.00268,0.005161,0.606640,0.606673,4971.0,4.174858,1.584994
15699,-0.01184,1.160127,-0.00111,0.001735,0.522470,0.521856,5059.0,4.175452,1.601164
15799,-0.00419,1.212710,0.003807,0.008246,0.556692,0.557481,5119.0,4.175354,1.608905
15899,-0.01109,1.231686,-0.00273,0.007901,0.511100,0.511053,5169.0,4.177487,1.613641
15999,-0.01408,1.205166,-0.00463,0.005195,0.482102,0.481694,5226.0,4.176237,1.620850
16099,-0.01182,1.172410,-0.00129,0.002380,0.551194,0.551324,5298.0,4.177031,1.631370
16199,-0.01314,1.199042,-0.00270,0.003097,0.516958,0.516504,5367.0,4.176358,1.641632
16299,-0.00859,1.179208,-0.00036,0.007116,0.540880,0.542612,5432.0,4.177395,1.649805
16399,-0.01455,1.173678,-0.00455,0.003475,0.515022,0.513176,5507.0,4.178301,1.660736
16499,-0.00921,1.190453,0.000812,0.003755,0.534795,0.536095,5565.0,4.171724,1.667360
16599,-0.01440,1.196395,-0.00430,0.003738,0.503254,0.501462,5647.0,4.178364,1.679910
16699,-0.01401,1.178057,-0.00344,0.002415,0.507765,0.507151,5703.0,4.176314,1.686419
16799,-0.00990,1.179286,0.000113,0.003549,0.534063,0.535468,5762.0,4.173562,1.692779
16899,-0.01659,1.172350,-0.00734,0.004932,0.504415,0.502440,5833.0,4.174026,1.702272
16999,-0.00969,1.163318,0.000640,0.002589,0.538386,0.539513,5902.0,4.173402,1.711634
17099,-0.01016,1.217576,-2.24035,0.004074,0.491852,0.492315,5976.0,4.174347,1.721774
17199,-0.01255,1.198470,-0.00290,0.004684,0.488933,0.489150,6032.0,4.175468,1.727981
17299,-0.01156,1.167970,-0.00133,0.002909,0.586387,0.587754,6096.0,4.170482,1.734905
17399,-0.01583,1.173977,-0.00560,0.003026,0.564995,0.563232,6182.0,4.174442,1.747682
17499,-0.01334,1.174266,-0.00352,0.003833,0.516173,0.515041,6257.0,4.175091,1.757501
17599,-0.00979,1.197566,0.001269,0.001825,0.547017,0.548390,6342.0,4.175926,1.769951
17699,-0.01373,1.207381,-0.00332,0.003314,0.547694,0.546476,6412.0,4.174788,1.777595
17799,-0.01145,1.222955,0.000326,0.000904,0.527310,0.528472,6500.0,4.175311,1.790776
17899,-0.01393,1.236115,-0.00291,0.002673,0.513286,0.512836,6558.0,4.169265,1.796155
17999,-0.01448,1.214744,-0.00334,0.002014,0.531310,0.530826,6636.0,4.169836,1.806274
18099,-0.01528,1.194155,-0.00451,0.002352,0.506633,0.505967,6706.0,4.172453,1.814414
18199,-0.01398,1.198012,-0.00295,0.001907,0.538572,0.537353,6789.0,4.173681,1.825353
18299,-0.00132,1.237992,0.007789,0.006527,0.566644,0.572684,6851.0,4.169590,1.830455
18399,-0.01130,1.254044,-0.00121,0.004900,0.538449,0.537668,6925.0,4.172641,1.839283
18499,-0.01109,1.290310,-0.00028,0.004178,0.543700,0.543439,6992.0,4.172881,1.846142
18599,-0.01594,1.287794,-0.00514,0.004159,0.519945,0.517829,7053.0,4.171736,1.852101
18699,-0.01306,1.261672,-0.00192,0.002958,0.511730,0.512343,7111.0,4.172470,1.856450
18799,-0.01100,1.275241,5.747837,0.003382,0.552262,0.553370,7182.0,4.173114,1.864246
18899,-0.01153,1.301242,-0.00188,0.006735,0.495942,0.495042,7239.0,4.171129,1.867802
18999,-0.01582,1.248253,-0.00575,0.004820,0.555628,0.555159,7287.0,4.168255,1.869965
19099,-0.01543,1.238050,-0.00401,0.001928,0.535273,0.534588,7376.0,4.171591,1.881814
19199,-0.01200,1.259434,0.000164,0.000840,0.527777,0.528478,7464.0,4.172093,1.893490
19299,-0.01088,1.290122,0.000706,0.002626,0.532922,0.534696,7531.0,4.169655,1.899989
19399,-0.01163,1.280450,-0.00158,0.005493,0.557884,0.557448,7598.0,4.169801,1.906437
19499,-0.01646,1.291011,-0.00446,0.001823,0.516128,0.514576,7671.0,4.169982,1.913852
19599,-0.01138,1.291055,5.999976,0.002924,0.477318,0.478532,7727.0,4.168451,1.918138
19699,-0.01267,1.292405,-0.00200,0.004514,0.584487,0.584433,7814.0,4.172253,1.928534
19799,-0.01520,1.290162,-0.00288,0.001157,0.482930,0.482122,7886.0,4.171646,1.936194
19899,-0.01251,1.281757,-0.00082,0.002241,0.502230,0.503588,7962.0,4.171371,1.944685
19999,-0.01528,1.269634,-0.00329,0.001411,0.533984,0.532926,8037.0,4.169747,1.952168
20099,-0.01047,1.245400,-0.00051,0.004993,0.568734,0.570768,8097.0,4.167768,1.956203
20199,-0.01329,1.220908,-0.00243,0.002695,0.570260,0.570293,8183.0,4.168819,1.966107
20299,-0.01451,1.275032,-0.00219,0.000858,0.546460,0.545535,8269.0,4.169859,1.975913
20399,-0.01711,1.272789,-0.00772,0.006668,0.533938,0.531346,8326.0,4.168916,1.979791
20499,-0.00980,1.248434,0.001560,0.002247,0.531963,0.533212,8405.0,4.169858,1.987993
20599,-0.01288,1.282942,-0.00053,0.000959,0.516879,0.517200,8482.0,4.169888,1.995978
20699,-0.01476,1.299554,-0.00304,0.002542,0.503787,0.502808,8547.0,4.169084,2.001486
20799,-0.01395,1.293466,-0.00204,0.002047,0.518033,0.517964,8617.0,4.168968,2.007847
20899,-0.01001,1.300391,0.001632,0.002707,0.533772,0.535375,8703.0,4.169954,2.017185
20999,-0.01435,1.298596,-0.00308,0.003439,0.558261,0.557761,8787.0,4.171488,2.025626
21099,-0.01346,1.291219,-0.00139,0.001698,0.564849,0.564599,8858.0,4.169744,2.031584
21199,-0.01561,1.287738,-0.00335,0.001236,0.501474,0.500079,8930.0,4.169188,2.038252
21299,-0.01089,1.297015,0.000602,0.002943,0.528067,0.529309,8998.0,4.168417,2.043967
21399,-0.00908,1.315252,0.000410,0.007305,0.511396,0.512422,9058.0,4.168665,2.047577
21499,-0.00810,1.304187,0.001140,0.007596,0.540717,0.542651,9101.0,4.167609,2.047905
21599,-0.01591,1.273796,-0.00517,0.004000,0.531820,0.530414,9164.0,4.168800,2.051496
21699,-0.01328,1.271285,-0.00094,0.000744,0.537748,0.538485,9244.0,4.168760,2.059482
21799,-0.01358,1.295138,-0.00310,0.004949,0.525005,0.523525,9315.0,4.167272,2.064976
21899,-0.01345,1.288211,-0.00165,0.002170,0.533436,0.533872,9384.0,4.166819,2.070587
21999,-0.01372,1.255042,-0.00152,0.000713,0.541072,0.541233,9470.0,4.167788,2.079161
22099,-0.01259,1.287114,-0.00181,0.004172,0.508261,0.507793,9543.0,4.167950,2.085329
22199,-0.01628,1.269348,-0.00414,0.001088,0.499704,0.498872,9607.0,4.166941,2.089927
22299,-0.01115,1.283448,-3.65405,0.003368,0.538719,0.539805,9681.0,4.167307,2.096116
22399,-0.01304,1.291843,-0.00123,0.002217,0.531274,0.531437,9750.0,4.167997,2.100874
22499,-0.01233,1.262575,-0.00077,0.002134,0.543404,0.544214,9825.0,4.166568,2.106832
22599,-0.01550,1.268460,-0.00342,0.001215,0.496700,0.495786,9904.0,4.168214,2.114195
22699,-0.01145,1.277692,0.000496,0.001654,0.516531,0.518417,9975.0,4.168552,2.119452
22799,-0.01468,1.307417,-0.00199,0.000765,0.553881,0.552911,10060.0,4.169059,2.127578
22899,-0.01403,1.300116,-0.00156,0.001064,0.505339,0.505646,10128.0,4.168360,2.132639
22999,-0.01198,1.281866,-0.00125,0.004178,0.545259,0.546270,10198.0,4.168539,2.137688
23099,-0.01073,1.287639,-0.00086,0.006011,0.546114,0.546447,10280.0,4.170389,2.144152
23199,-0.01309,1.291886,-0.00114,0.001940,0.553246,0.553394,10343.0,4.166469,2.147471
23299,-0.01250,1.290421,-3.93081,0.000884,0.531503,0.531812,10435.0,4.169079,2.156834
23399,-0.01389,1.306270,-0.00160,0.001536,0.526428,0.526337,10498.0,4.166899,2.160291
23499,-0.01152,1.314447,-0.00092,0.005082,0.549821,0.550175,10557.0,4.163891,2.162215
23599,-0.01646,1.289453,-0.00492,0.002699,0.538108,0.536334,10633.0,4.164807,2.167812
23699,-0.01374,1.289764,-0.00133,0.000978,0.522097,0.522062,10713.0,4.164786,2.174634
23799,-0.01429,1.286696,-0.00217,0.001497,0.549331,0.549038,10796.0,4.165758,2.181485
23899,-0.01339,1.296215,-0.00076,0.000661,0.507427,0.507628,10860.0,4.164830,2.185354
23999,-0.01360,1.297978,-0.00107,0.000902,0.524215,0.524678,10939.0,4.164547,2.191857
24099,-0.01491,1.304846,-0.00246,0.001182,0.500080,0.498159,11020.0,4.164865,2.198586
24199,-0.01224,1.289271,0.000253,0.000788,0.512366,0.514042,11087.0,4.165710,2.203065
24299,-0.01200,1.301259,0.000223,0.001569,0.538753,0.539373,11172.0,4.166197,2.210345
24399,-0.01428,1.303622,-0.00249,0.002499,0.548401,0.547844,11246.0,4.167563,2.214639
24499,-0.01298,1.297110,-0.00164,0.003258,0.484028,0.484192,11319.0,4.167455,2.219739
24599,-0.01395,1.275395,-0.00223,0.002070,0.544407,0.544224,11397.0,4.166091,2.225220
24699,-0.00948,1.302553,0.001199,0.004677,0.569377,0.570060,11458.0,4.164530,2.227563
24799,-0.01073,1.286480,-0.00222,0.008700,0.590590,0.591435,11533.0,4.168368,2.231948
24899,-0.01211,1.281077,-0.00059,0.002573,0.544038,0.544360,11603.0,4.166761,2.236113
24999,-0.01533,1.278235,-0.00335,0.001604,0.545005,0.544540,11674.0,4.165308,2.240300
25099,-0.01236,1.284009,4.712209,0.000850,0.507512,0.508462,11754.0,4.165286,2.246452
25199,-0.01242,1.293380,-0.00170,0.004426,0.584115,0.584241,11823.0,4.164148,2.249991
25299,-0.01460,1.292740,-0.00256,0.001763,0.550090,0.549600,11902.0,4.165134,2.255397
25399,-0.01467,1.288505,-0.00297,0.002376,0.521376,0.520350,11976.0,4.165240,2.260225
25499,-0.01519,1.283033,-0.00377,0.002824,0.529366,0.528620,12044.0,4.163778,2.263747
25599,-0.00490,1.287044,0.004235,0.007463,0.592708,0.596584,12115.0,4.163156,2.267053
25699,-0.01325,1.286094,-0.00116,0.001541,0.561046,0.560968,12203.0,4.164651,2.273588
25799,-0.00827,1.294501,0.003237,0.002869,0.598444,0.601235,12282.0,4.165238,2.278998
25899,-0.01616,1.275616,-0.00625,0.005684,0.556069,0.553256,12344.0,4.164486,2.280959
25999,-0.01193,1.274515,-0.00018,0.001975,0.553276,0.554307,12430.0,4.165315,2.287405
26099,-0.01334,1.264875,-0.00303,0.004676,0.538293,0.537284,12512.0,4.165854,2.293304
26199,-0.01289,1.268760,-0.00078,0.001153,0.529261,0.530029,12589.0,4.165893,2.298417
26299,-0.01424,1.272118,-0.00182,0.000587,0.508280,0.507697,12657.0,4.163596,2.301964
26399,-0.01284,1.284559,-0.00015,0.000312,0.539270,0.539598,12745.0,4.163992,2.308865
26499,-0.01453,1.283744,-0.00243,0.001478,0.541075,0.540707,12819.0,4.162432,2.313196
26599,-0.01352,1.259755,-0.00394,0.006033,0.557871,0.557075,12892.0,4.162815,2.316104
26699,-0.01300,1.255489,-0.00065,0.000398,0.533646,0.534068,12972.0,4.162805,2.321603
26799,-0.01295,1.272413,-0.00094,0.001421,0.550556,0.550910,13055.0,4.163675,2.327140
26899,-0.01341,1.282425,-0.00082,0.000462,0.536208,0.536301,13143.0,4.164063,2.333818
26999,-0.01471,1.281546,-0.00226,0.000712,0.509197,0.509047,13224.0,4.164348,2.339299
27099,-0.01335,1.287870,-0.00100,0.001060,0.519316,0.519097,13306.0,4.165001,2.344671
27199,-0.01376,1.295368,-0.00101,0.000396,0.548179,0.548151,13391.0,4.165439,2.350655
27299,-0.01251,1.279995,-0.00045,0.001474,0.524505,0.525311,13460.0,4.163465,2.354019
27399,-0.01391,1.290194,-0.00262,0.003228,0.522307,0.521130,13542.0,4.164104,2.359199
27499,-0.01376,1.300220,-0.00176,0.002007,0.486693,0.486390,13622.0,4.165832,2.363937
27599,-0.01451,1.288168,-0.00200,0.000741,0.532074,0.531812,13699.0,4.164269,2.368445
27699,-0.01013,1.292397,0.001391,0.002787,0.535819,0.537086,13768.0,4.162328,2.371697
27799,-0.01161,1.279182,-0.00154,0.005428,0.540864,0.541845,13827.0,4.163140,2.372668
27899,-0.01360,1.291321,-0.00089,0.000398,0.536831,0.536791,13916.0,4.163738,2.378902
27999,-0.01537,1.286213,-0.00281,0.000599,0.521285,0.520597,13993.0,4.163782,2.383381
28099,-0.01203,1.296803,-0.00039,0.002650,0.579568,0.580093,14080.0,4.164898,2.388838
28199,-0.01091,1.283589,0.000243,0.003348,0.526983,0.528569,14157.0,4.164925,2.393255
28299,-0.01332,1.283548,-0.00136,0.001749,0.546953,0.547094,14235.0,4.163623,2.397507
