4885,1.3,0.9970435000000973,99,21,1.34,0.9404254356406998,0.0,4.0,48.85,3.070423423568808,33,50
9727,1.3,0.9926857000002408,199,51,1.325,0.9536115561380326,0.0,4.0,48.635,3.0678616331249358,33,50
14595,1.8,0.9883045000003851,299,79,1.3,0.9110433579144299,0.0,4.0,48.65,3.027787971440537,33,50
19453,1.6,0.983932300000529,399,100,1.29,0.8977193325310534,0.0,4.0,48.6325,3.0907027922464496,33,50
24288,1.2,0.9795808000006723,499,126,1.296,0.9123508097217868,0.0,4.0,48.576,3.146462140245771,33,50
29147,1.2,0.9752077000008162,599,149,1.3183333333333334,0.9038789864922308,0.0,4.0,48.57833333333333,3.1465108541931897,33,50
33994,1.2,0.9708454000009599,699,171,1.3342857142857143,0.9053627077879127,0.0,4.0,48.56285714285714,3.2009450135220754,33,50
38902,0.9,0.9664282000011053,799,186,1.365,0.8995971320541212,0.0,4.0,48.6275,3.1557477323132153,33,50
43807,1.3,0.9620137000012506,899,206,1.3766666666666667,0.891509331913519,0.0,4.0,48.67444444444445,3.105481215568195,33,50
48640,1.2,0.9576640000013938,999,234,1.393,0.900306059071025,0.0,4.0,48.64,3.1667649107567177,32,50
53528,1.2,0.9532648000015387,1099,254,1.3945454545454545,0.8978597140509772,0.0,4.0,48.661818181818184,3.1279090261759626,32,50
58370,1.5,0.9489070000016822,1199,279,1.3983333333333334,0.901663585946678,0.0,4.0,48.641666666666666,3.162530193092585,32,50
63258,1.4,0.944507800001827,1299,299,1.4107692307692308,0.9041141992066603,0.0,4.0,48.66,3.1346352996063933,32,50
68126,1.7,0.9401266000019712,1399,323,1.4228571428571428,0.9061963566108031,0.0,4.0,48.66142857142857,3.1288424540140745,32,50
72911,1.4,0.935820100002113,1499,355,1.4233333333333333,0.9114762141103239,0.0,4.0,48.60733333333334,3.1935058408519557,32,50
77706,1.7,0.9315046000022551,1599,393,1.415625,0.9112523576787058,0.0,4.0,48.56625,3.224804015362794,32,50
82559,1.5,0.9271369000023989,1699,418,1.4229411764705882,0.9129478092542559,0.0,4.0,48.56411764705882,3.2332838139348805,32,50
87391,1.7,0.9227881000025421,1799,448,1.4294444444444445,0.9101402347515356,0.0,4.0,48.550555555555555,3.2483670636562785,32,50
92281,1.6,0.918387100002687,1899,471,1.4363157894736842,0.9047518445833689,0.0,4.0,48.56894736842105,3.2203275327647263,32,50
97067,1.2,0.9140797000028288,1999,505,1.4365,0.9027556424636736,0.0,4.0,48.5335,3.2716781244492865,32,50
101953,2.1,0.9096823000029736,2099,523,1.4438095238095239,0.8993038375822987,0.0,4.0,48.54904761904762,3.25839195625535,32,50
106756,2.3,0.9053596000031159,2199,551,1.4527272727272726,0.9048062666478881,0.0,4.0,48.525454545454544,3.317897372615165,31,50
111638,1.4,0.9009658000032605,2299,574,1.4630434782608697,0.9079021915459774,0.0,4.0,48.53826086956522,3.299909948934592,31,50
116534,1.5,0.8965594000034056,2399,598,1.4666666666666666,0.905385123702738,0.0,4.0,48.55583333333333,3.2745558435033937,31,50
121387,1.5,0.8921917000035494,2499,629,1.4728,0.9031390590601205,0.0,4.0,48.5548,3.260643641982362,31,50
126270,1.8,0.8877970000036941,2599,654,1.4823076923076923,0.9032390759939292,0.0,4.0,48.565384615384616,3.2442187998502465,31,50
131056,1.9,0.8834896000038359,2699,688,1.4874074074074075,0.9064729882702787,0.0,4.0,48.53925925925926,3.2773543145584685,31,50
135922,1.6,0.8791102000039801,2799,709,1.495,0.9074945887284555,0.0,4.0,48.543571428571425,3.2804988887642796,31,50
140740,1.4,0.8747740000041229,2899,739,1.4941379310344827,0.9053291161567911,0.0,4.0,48.53103448275862,3.2883392148490986,31,50
145581,1.3,0.8704171000042663,2999,764,1.4926666666666666,0.902928322490526,0.0,4.0,48.527,3.2868329741561255,31,50
150392,1.6,0.8660872000044089,3099,792,1.4941935483870967,0.9035584640867976,0.0,4.0,48.513548387096776,3.308953200019117,31,50
155285,1.6,0.8616835000045538,3199,812,1.50125,0.9003462875471859,0.0,4.0,48.5265625,3.299040683834279,31,50
160097,1.8,0.8573527000046964,3299,842,1.5015151515151515,0.9003353624744208,0.0,4.0,48.514242424242425,3.3212050845977217,31,50
164979,1.7,0.8529589000048411,3399,864,1.5064705882352942,0.9003034859323865,0.0,4.0,48.52323529411765,3.314148121035946,31,50
169828,1.8,0.8485948000049848,3499,894,1.5085714285714287,0.899006254092795,0.0,4.0,48.522285714285715,3.312886601236611,31,50
174762,2.0,0.844154200005131,3599,910,1.5166666666666666,0.8973727083981202,0.0,4.0,48.545,3.280951335613905,31,50
179665,1.8,0.8397415000052763,3699,926,1.5240540540540541,0.8969707562784306,0.0,4.0,48.55810810810811,3.2653176144822074,31,50
184505,1.3,0.8353855000054197,3799,950,1.5310526315789474,0.8977069896882724,0.0,4.0,48.55394736842105,3.2843705152495275,31,50
189361,1.9,0.8310151000055636,3899,973,1.5387179487179488,0.8974541756380384,0.0,5.0,48.554102564102564,3.2835871706761988,31,50
194233,2.1,0.8266303000057079,3999,996,1.5495,0.9003053648623894,0.0,5.0,48.55825,3.2845253747687804,31,50
199111,1.9,0.8222401000058525,4099,1017,1.555609756097561,0.8980087695277373,0.0,5.0,48.563658536585365,3.2836024655392464,31,50
203951,2.3,0.8178841000059959,4199,1045,1.5614285714285714,0.8981663103726588,0.0,5.0,48.559761904761906,3.2915837757581787,31,50
208813,2.2,0.8135083000061399,4299,1065,1.5688372093023255,0.8983996347571312,0.0,5.0,48.56116279069767,3.298093677222002,31,50
213767,2.2,0.8090497000062867,4399,1081,1.5813636363636363,0.899604940841688,0.0,5.0,48.58340909090909,3.2771033794980218,31,50
218675,2.1,0.8046325000064322,4499,1100,1.5908888888888888,0.901335607053893,0.0,5.0,48.59444444444444,3.264858721160198,31,50
223572,2.0,0.8002252000065773,4599,1119,1.5958695652173913,0.9011733319906416,0.0,5.0,48.60260869565217,3.2578857072745073,31,50
228452,1.9,0.7958332000067219,4699,1137,1.601063829787234,0.9011806299741755,0.0,5.0,48.606808510638295,3.259662628661673,31,50
233312,1.5,0.7914592000068659,4799,1157,1.6077083333333333,0.9007305821372017,0.0,5.0,48.60666666666667,3.2713843484915612,31,50
238175,1.7,0.78708250000701,4899,1181,1.6124489795918366,0.899777819768824,0.0,5.0,48.607142857142854,3.2727929157506677,31,50
243076,2.1,0.7826716000071552,4999,1201,1.6186,0.8977382914858872,0.0,5.0,48.6152,3.2619517102495554,31,50
247927,2.0,0.7783057000072989,5099,1220,1.6258823529411766,0.9009998291018275,0.0,5.0,48.61313725490196,3.27467165855711,31,50
252837,2.0,0.7738867000074444,5199,1235,1.6348076923076924,0.9005873946072328,0.0,5.0,48.6225,3.265671314540914,31,50
257758,2.2,0.7694578000075902,5299,1252,1.640943396226415,0.9004941288211133,0.0,5.0,48.63358490566038,3.251020794312946,31,50
262641,2.3,0.7650631000077349,5399,1271,1.645185185185185,0.8985765301415689,0.0,5.0,48.63722222222222,3.252415579037438,31,50
267464,1.9,0.7607224000078778,5499,1296,1.648,0.8987393190666377,0.0,5.0,48.62981818181818,3.2750936091599474,31,50
272337,1.9,0.7563367000080222,5599,1315,1.655,0.8991523786322315,0.0,5.0,48.63160714285714,3.2742230685776623,31,50
277171,1.5,0.7519861000081655,5699,1338,1.659298245614035,0.898962090899341,0.0,5.0,48.62649122807017,3.287664339820378,31,50
282089,2.2,0.7475599000083112,5799,1355,1.6674137931034483,0.8997548714929346,0.0,5.0,48.63603448275862,3.2741587177709888,31,50
286968,1.6,0.7431688000084558,5899,1375,1.6735593220338982,0.899272328639755,0.0,5.0,48.63864406779661,3.2687941370787486,31,50
291844,1.9,0.7387804000086002,5999,1396,1.679,0.899792013004487,0.0,5.0,48.64066666666667,3.2710160840665736,31,50
296764,2.2,0.734352400008746,6099,1412,1.6860655737704917,0.8986160191085185,0.0,5.0,48.64983606557377,3.256872930373691,31,50
301646,2.1,0.7299586000088907,6199,1436,1.6914516129032258,0.8970153858755147,0.0,5.0,48.652580645161294,3.247223595967182,31,50
306521,1.6,0.7255711000090351,6299,1453,1.696984126984127,0.896779307707406,0.0,5.0,48.65412698412698,3.249794687004789,31,50
311457,2.0,0.7211287000091814,6399,1469,1.704375,0.8957083003829985,0.0,5.0,48.66515625,3.2372690516986595,31,50
316334,1.9,0.7167394000093259,6499,1492,1.7096923076923076,0.8952171532534942,0.0,5.0,48.66676923076923,3.234720821477397,31,50
321135,2.4,0.7124185000094682,6599,1515,1.7127272727272727,0.8950479002833607,0.0,5.0,48.65681818181818,3.2567341231301534,31,50
326007,1.7,0.7080337000096125,6699,1531,1.71955223880597,0.8957643827260936,0.0,5.0,48.65776119402985,3.257511329585009,31,50
330909,2.5,0.7036219000097578,6799,1550,1.7248529411764706,0.8944436204358598,0.0,5.0,48.66308823529412,3.253259341822553,31,50
