4888,1.8,0.9970408000000974,99,19,1.39,0.9262289133902052,0.0,4.0,48.88,2.7359824560841033,38,50
9780,1.0,0.9926380000002424,199,47,1.365,0.9065180638023713,0.0,4.0,48.9,2.6115129714401193,38,50
14668,1.1,0.9882388000003872,299,69,1.38,0.8919641248391104,0.0,4.0,48.89333333333333,2.597811044364509,38,50
19587,1.7,0.983811700000533,399,88,1.37,0.9044888059008801,0.0,4.0,48.9675,2.614659394643976,34,50
24520,1.7,0.9793720000006791,499,104,1.412,0.9001422109866862,0.0,4.0,49.04,2.525549445170298,34,50
29406,1.1,0.9749746000008239,599,128,1.405,0.9042354044532136,0.0,4.0,49.01,2.5877725299312275,34,50
34299,1.7,0.9705709000009689,699,152,1.4128571428571428,0.9005429201434033,0.0,4.0,48.99857142857143,2.597525902917338,34,50
39166,1.7,0.9661906000011131,799,175,1.415,0.9029257998307502,0.0,4.0,48.9575,2.6857389579033923,34,50
44082,1.6,0.9617662000012588,899,192,1.42,0.9050721272669684,0.0,4.0,48.98,2.6528056426692435,34,50
48950,1.8,0.957385000001403,999,214,1.421,0.900976692262347,0.0,4.0,48.95,2.7216722800513655,34,50
53839,1.0,0.9529849000015479,1099,238,1.4190909090909092,0.8943250837206239,0.0,4.0,48.944545454545455,2.7085080214906765,34,50
58708,1.8,0.9486028000016922,1199,259,1.4283333333333332,0.896212710366363,0.0,4.0,48.92333333333333,2.7684151101708396,32,50
63553,1.3,0.9442423000018357,1299,284,1.4330769230769231,0.9009301570760044,0.0,4.0,48.886923076923075,2.828478483662971,32,50
68344,1.8,0.9399304000019777,1399,316,1.4307142857142856,0.9020925220659723,0.0,4.0,48.817142857142855,2.9227174942201324,32,50
73249,0.9,0.935515900002123,1499,335,1.434,0.9005427992790421,0.0,4.0,48.83266666666667,2.8965495948724156,32,50
78127,1.7,0.9311257000022676,1599,356,1.4375,0.9033790732577327,0.0,4.0,48.829375,2.9125181732265637,32,50
82977,1.5,0.9267607000024113,1699,382,1.4329411764705882,0.8994623538267498,0.0,4.0,48.81,2.9467459620241923,32,50
87831,1.8,0.9223921000025551,1799,401,1.4416666666666667,0.8993438966515781,0.0,4.0,48.795,2.97856742224998,32,50
92699,1.8,0.9180109000026994,1899,425,1.4463157894736842,0.9030720116201948,0.0,4.0,48.788947368421056,2.9863168562044735,32,50
